Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access
ELEC,Safeway #459,20830 108th SE,,Kent,WA,98031,,888-264-2208,E,,Public,6am-12am daily,,,,,,2.0,,,Volta,https://voltacharging.com/,GPS,47.415041,-122.196081,2022-05-05,166716,2022-05-05 20:22:04 UTC,P,,,2020-08-31,,,,,J1772,US,,,,Public,,public,,,GROCERY,,,,,,,,,,,,,,,,,False
ELEC,Safeway #3540,21401 Pacific Hwy S,,Des Moines,WA,98198,,888-264-2208,E,,Public,6am-12am daily,,,,,,2.0,,,Volta,https://voltacharging.com/,GPS,47.410098,-122.298891,2022-05-05,166717,2022-05-05 20:22:04 UTC,P,,,2020-08-31,,,,,J1772,US,,,,Public,,public,,,GROCERY,,,,,,,,,,,,,,,,,False
ELEC,Safeway #1493,4011 S 164th St,,Seattle,WA,98188,,888-264-2208,E,,Public,6am-12am daily,,,,,,2.0,,,Volta,https://voltacharging.com/,GPS,47.455679,-122.281963,2022-05-05,166718,2022-05-05 20:22:04 UTC,P,,,2020-08-31,,,,,J1772,US,,,,Public,,public,,,GROCERY,,,,,,,,,,,,,,,,,False
ELEC,Lacey,676 Woodland Square Loop SE,,Lacey,WA,98509,,855-900-7584,E,,Public,24 hours daily,,,,,,4.0,2.0,,Greenlots,http://greenlots.com/,200-9,47.042017,-122.825899,2022-09-25,166926,2022-09-25 01:32:11 UTC,,,,2020-09-18,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Audi Tri-Cities,1125 Aaron Dr,,Richland,WA,99352,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2.0,,,Blink Network,http://www.blinkcharging.com/,GPS,46.259655,-119.282117,2022-09-24,167222,2022-09-24 22:59:06 UTC,,,,2020-10-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,
ELEC,Albertsons 17520 SR 9 SE,17520 SR 9 SE,,Snohomish,WA,98296,,888-264-2208,E,,Public,6am-12am daily,,,,,,2.0,,,Volta,https://voltacharging.com/,GPS,47.838858,-122.1248,2022-05-05,167296,2022-05-05 20:22:04 UTC,P,,,2020-08-31,,,,,J1772,US,,,,Public,,public,,,GROCERY,,,,,,,Free,,,,,,,,,,False
ELEC,1500 Orchard Street Apartments,1502 S Orchard Street,,Tacoma,WA,98405,,800-663-5633,E,,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,2.0,,,SemaCharge Network,https://semaconnect.com/,GPS,47.2469268,-122.5062726,2022-09-25,167404,2022-09-25 00:35:35 UTC,,,,2020-10-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.25/Hr Parking Fee,,,,,,,,,,
ELEC,Alaska Junction SCL,4535 39th Ave SW,,Seattle,WA,98116,,855-900-7584,E,,Public,24 hours daily,,,,,,,2.0,,Greenlots,http://greenlots.com/,200-8,47.56223,-122.381761,2022-09-25,167474,2022-09-25 01:32:13 UTC,,,,2020-10-10,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Cle Elum,811 WA-970,,Cle Elum,WA,98922,,855-900-7584,E,,Public,24 hours daily,,,,,,,1.0,,Greenlots,http://greenlots.com/,GPS,47.188833,-120.903139,2022-09-25,167497,2022-09-25 01:31:28 UTC,,,,2020-10-13,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,WOODIN CREEK WOODIN CREEK 2,13550 Village Square Dr.,,Woodinville,WA,98072,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.752026,-122.157877,2022-09-25,167520,2022-09-25 01:13:54 UTC,,,,2020-10-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,DOL STATION 1,719 Sleater Kinney Rd SE,,Lacey,WA,98503,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.042589,-122.838595,2022-09-25,167521,2022-09-25 01:13:06 UTC,,,,2020-10-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Connell,303 S Columbia Ave,,Connell,WA,99326,,855-900-7584,E,,Public,24 hours daily,,,,,,,1.0,,Greenlots,http://greenlots.com/,GPS,46.659028,-118.861158,2022-09-25,167523,2022-09-25 01:31:28 UTC,,,,2020-10-14,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,"Target T0995 - Redmond, WA",NE 76th St.,,Redmond,WA,98052,,833-632-2778,E,,Public,24 hours daily,,,,,,1.0,3.0,,Electrify America,https://www.electrifyamerica.com/,GPS,47.671794,-122.104565,2022-09-07,167562,2022-09-07 01:52:00 UTC,,,,2020-10-16,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,4DEGREES STATION 1,1309 W. First Avenue,,Spokane,WA,99216,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.65593,-117.43163,2022-09-25,167887,2022-09-25 01:08:33 UTC,,,,2020-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Bellis Fair,1 Bellis Fair Pkwy,,Bellingham,WA,98226,,888-264-2208,E,,Public,6am-12am daily,,,,,,10.0,,,Volta,https://voltacharging.com/,GPS,48.784985,-122.488908,2021-04-08,167930,2022-02-10 19:42:29 UTC,P,,,2020-10-19,,,,,J1772,US,,,,Public,,public,,,SHOPPING_MALL,,,,,,,,,,,,,,,,,False
ELEC,Safeway #535,20711 Bothell Hwy,,Bothell,WA,98012,,888-264-2208,E,,Public,6am-12am daily,,,,,,2.0,,,Volta,https://voltacharging.com/,GPS,47.81004,-122.206015,2022-05-05,167931,2022-05-05 20:22:04 UTC,P,,,2020-10-19,,,,,J1772,US,,,,Public,,public,,,GROCERY,,,,,,,,,,,,,,,,,False
ELEC,"Fred Meyer 667 (Bellingham, WA)",1225 W Bakerview Rd,,Bellingham,WA,98226,,833-632-2778,E,,Public,24 hours daily,,,,,,,4.0,,Electrify America,https://www.electrifyamerica.com/,GPS,48.789282,-122.512304,2022-09-07,168088,2022-09-07 01:53:28 UTC,,,,2020-11-01,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Stay Pineapple,155 108th Ave NE,"Level 2 Near Main Entry
",Bellevue,WA,98004,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2.0,,,Blink Network,http://www.blinkcharging.com/,GPS,47.61176,-122.19734,2022-09-24,168122,2022-09-24 22:56:51 UTC,,,,2020-11-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Level 2: $0.49 per kWh,,,,,,,,,,
ELEC,Kitsap Transit - Wheaton Way Transit Center,3915 Wheaton Way,,Bremerton,WA,98310,,855-885-9571,E,,Public,,,,,,,1.0,,,OpConnect,http://www.opconnect.com/,GPS,47.600278,-122.630556,2022-09-25,168187,2022-09-25 02:05:24 UTC,,,,2020-11-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,TAC ES - SWM R & T CENTER 02,3510 S Mullen St SWM Admin Bldg,,Tacoma,WA,98409,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.227967,-122.499375,2022-09-25,168266,2022-09-25 01:06:12 UTC,,,,2020-11-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,TAC PW PARKING CONV CTR 01,1552 Market St,,Tacoma,WA,98402,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.24716,-122.440056,2022-09-25,168268,2022-09-25 00:56:48 UTC,,,,2020-11-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,TAC ES - S&E URBAN WATERS 04,"303 East D St SE Pkg Lot, Center for Urban Wa",,Tacoma,WA,98421,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.25953,-122.4337,2022-09-25,168269,2022-09-25 00:43:00 UTC,,,,2020-11-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Target - Tesla Supercharger,665 Sleater Kinney Road SE,,Lacey,WA,98503,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,12.0,,Tesla,https://www.tesla.com/supercharger,GPS,47.042158,-122.833946,2021-10-11,168277,2021-11-04 18:37:47 UTC,P,,,2020-11-02,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,Safeway #3523,14826 Highway 99,,Lynnwood,WA,98087,,888-264-2208,E,,Public,6am-12am daily,,,,,,2.0,,,Volta,https://voltacharging.com/,GPS,47.863658,-122.283884,2022-05-05,168287,2022-05-05 20:22:04 UTC,P,,,2020-11-02,,,,,J1772,US,,,,Public,,public,,,GROCERY,,,,,,,Free,,,,,,,,,,False
ELEC,Safeway #503,11031 19th Ave SE,,Everett,WA,98208,,888-264-2208,E,,Public,6am-12am daily,,,,,,2.0,,,Volta,https://voltacharging.com/,GPS,47.89728,-122.205629,2022-05-05,168288,2022-05-05 20:22:04 UTC,P,,,2020-11-02,,,,,J1772,US,,,,Public,,public,,,GROCERY,,,,,,,,,,,,,,,,,False
ELEC,Safeway - 6911 Coal Creek Parkway SE,6911 Coal Creek Pkwy SE,,Newcastle,WA,98059,,888-264-2208,E,,Public,6am-12am daily,,,,,,2.0,,,Volta,https://voltacharging.com/,GPS,47.539468,-122.167143,2021-04-08,168289,2022-02-10 19:42:29 UTC,P,,,2020-11-02,,,,,J1772,US,,,,Public,,public,,,GROCERY,,,,,,,,,,,,,,,,,False
ELEC,PMF Real Estates Services,712 Shaw Rd,,Puyallup,WA,98372,,866-816-7584,E,,Public - Credit card at all times,24 hours daily; Also accepts PayPal and Apple Pay,A D M V,,,,,2.0,,,EV Connect,http://evconnect.com/,GPS,47.184664,-122.256926,2020-12-03,168437,2021-03-11 23:22:17 UTC,P,,,2020-07-31,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,OFFICE_BLDG,,,,,,,,,,,,,,,,,False
ELEC,TAC PW PARKING CONV CTR 03,1548 Commerce St,,Tacoma,WA,98402,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.247578,-122.4388,2022-09-25,168479,2022-09-25 00:56:37 UTC,,,,2020-11-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,SS Central Park,559 South 4th Street,,Sunnyside,WA,98944,,800-663-5633,E,,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,4.0,,,SemaCharge Network,https://semaconnect.com/,GPS,46.3227794,-120.015553,2022-09-25,168514,2022-09-25 00:35:35 UTC,,,,2020-11-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.25/Hr Parking Fee,,,,,,,,,,
ELEC,Archer Hotel at Redmond Town Center - Tesla Destination,7200 164th Ave NE,,Redmond,WA,98052,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,3.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,47.668632,-122.121308,2020-11-03,168584,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,
ELEC,Equinix SE4 - Tesla Destination,6906 S 204th St,,Kent,WA,98032,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,6.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.42118,-122.247979,2020-11-03,168761,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,
ELEC,Gift Tree - Tesla Destination,1800 W Fourth Plain Blvd #120b,,Vancouver,WA,98660,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,4.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,45.642842,-122.689966,2020-11-03,168796,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,
ELEC,La Quinta Inn & Suites Walla Walla - Tesla Destination,776 Silverstone Dr,,Walla Walla,WA,99362,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,4.0,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,46.067733,-118.371554,2020-11-03,168916,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,
ELEC,Montgomery East Commercial Center - Tesla Destination,11616 E Montgomery Dr,,Spokane Valley,WA,99206,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.677198,-117.248519,2020-11-03,168973,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,
ELEC,Paine Field Airport - Tesla Destination,3220 100th St SW,,Everett,WA,98204,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.908243,-122.276662,2020-11-03,169005,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,
ELEC,Ram Mounts - Tesla Destination,8410 Dallas Ave S,,Seattle,WA,98108,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.528324,-122.316751,2020-11-03,169058,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,
ELEC,Seattle Seahawks Practice Facility - Tesla Destination,12 Seahawks Wy,,Renton,WA,98056,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,8.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.53371,-122.19795,2020-11-03,169095,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,
ELEC,The Ridge Motorsports Park - Tesla Destination,1060 W. Eells Hill Rd,,Shelton,WA,98584,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,3.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.254363,-123.196815,2020-11-03,169190,2021-03-11 23:22:17 UTC,P,,,2020-11-03,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,
ELEC,Homewood Suites by Hilton - Lynnwood Seattle Everett,18123 Alderwood Mall Pkwy,,Lynnwood,WA,98037,,425-670-8943,E,,Public,24 hours daily; for guest use only; see front desk for access,,,,,,1.0,,,Non-Networked,,GPS,47.833778,-122.268338,2022-08-10,169547,2022-08-10 13:32:10 UTC,P,,,2020-11-23,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,True
ELEC,AUBURN CENTER GREEN RIVER #1,1221 D St. NE,,Auburn,WA,98002,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.318711,-122.225391,2022-09-25,170032,2022-09-25 00:49:22 UTC,,,,2020-12-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,2+U - Tesla Supercharger,1201 Second Avenue,,Seattle,WA,98101,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,4.0,,Tesla,https://www.tesla.com/supercharger,GPS,47.606601,-122.337495,2021-10-11,170078,2021-11-04 18:37:47 UTC,P,,,2020-12-07,,,,,TESLA,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,Safeway,17202 15th Ave NE,,Shoreline,WA,98155,,888-264-2208,E,,Public,6am-12am daily,,,,,,2.0,,,Volta,https://voltacharging.com/,GPS,47.754733,-122.312823,2021-03-15,170099,2022-02-10 19:42:29 UTC,P,,,2020-12-07,,,,,J1772,US,,,,Public,,public,,,GROCERY,,,,,,,Free,,,,,,,,,,False
ELEC,"Pierce County Parks, Cross Park",4420 Military Road East,,Tacoma,WA,98446,,800-663-5633,E,,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,2.0,,,SemaCharge Network,https://semaconnect.com/,GPS,47.1054651,-122.3697298,2022-09-25,170233,2022-09-25 00:35:35 UTC,,,,2020-12-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,
ELEC,"Cafaro SOUTH HILL MALL (PUYALLUP, WA)",3700 S. MERIDIAN,,PUYALLUP,WA,98373,,833-632-2778,E,,Public,24 hours daily,,,,,,,4.0,,Electrify America,https://www.electrifyamerica.com/,GPS,47.155976,-122.297569,2022-09-07,170297,2022-09-07 01:53:30 UTC,,,,2020-12-18,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,"Woodinville WA4-151 (Woodinville, WA)",14003 NE Woodinville Duvall Rd,,Woodinville,WA,98072,,833-632-2778,E,,Public,24 hours daily,,,,,,,4.0,,Electrify America,https://www.electrifyamerica.com/,GPS,47.75422,-122.151151,2022-09-07,170316,2022-09-07 01:53:35 UTC,,,,2020-12-18,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Taco Bell Ellensburg,1406 Canyon Road,,Ellensburg,WA,98926,,833-632-2778,E,,Public,24 hours daily,,,,,,,4.0,,Electrify America,https://www.electrifyamerica.com/,GPS,46.978901,-120.543425,2022-09-07,170358,2022-09-07 01:54:10 UTC,,,,2020-12-18,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,RPI PORTEMONS 2005 POPLAR 2,2005 NW Poplar Way,,Issaquah,WA,98027,,888-758-4389,E,,Public,Mon 12:15am - 11:45pm; Tue 12:15am - 11:45pm; Wed 12:15am - 11:45pm; Thu 12:15am - 11:45pm; Fri 12:15am - 11:45pm; Sat 12:15am - 11:45pm; Sun 12:15am - 11:45pm,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.550487,-122.068649,2022-09-25,170401,2022-09-25 01:13:56 UTC,,,,2020-12-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,"Rainier Beach WA3-155 ( Seattle, WA)",9019 RAINIER AVE S,,Seattle,WA,98118,,833-632-2778,E,,Public,24 hours daily,,,,,,,4.0,,Electrify America,https://www.electrifyamerica.com/,GPS,47.523173,-122.270556,2022-09-07,170404,2022-09-07 01:53:41 UTC,,,,2020-12-19,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Ballard Blocks - Tesla Supercharger,1416 NW Ballard Way,,Seattle,WA,98107,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8.0,,Tesla,https://www.tesla.com/supercharger,GPS,47.662554,-122.37504,2021-10-11,170432,2021-11-04 18:37:47 UTC,P,,,2020-12-14,,,,,TESLA,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,2+U,1201 Second Ave,,Seattle,WA,98101,,206-706-9600,E,,Public,Garage hours,,,,,,10.0,,,Non-Networked,,GPS,47.606659,-122.337363,2021-06-07,170479,2022-02-10 19:42:29 UTC,P,,,2020-12-14,,,,,J1772,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,False
ELEC,Shell Gas Station/BJ's - Tesla Supercharger,14579 US-97 Alt,,Entiat,WA,98822,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8.0,,Tesla,https://www.tesla.com/supercharger,GPS,47.684802,-120.206922,2021-10-11,170526,2021-11-04 18:37:47 UTC,P,,,2020-12-21,,,,,TESLA,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,Roche Harbor Marina,160 Ruben Memorial Dr,,Roche Harbor,WA,98250,,800-586-3590,E,,Public,24 hours daily,,,,,,2.0,,,Non-Networked,,GPS,48.607282,-123.153777,2021-01-14,170580,2021-08-04 00:01:52 UTC,P,,,2020-12-21,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,FREE,,,,,,,,,,False
ELEC,Snug Harbor Resort,1997 Mitchell Bay Rd,,Friday Harbor,WA,98250,,360-378-4762,E,,Public,24 hours daily; guest use only; see front desk for access,,,,,,1.0,,,Non-Networked,,GPS,48.569915,-123.168265,2021-01-14,170581,2022-04-28 20:01:31 UTC,P,,,2020-12-21,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,FREE,,,,,,,,,,True
ELEC,Friday Harbor Airport,800 Franklin Rd,,Friday Harbor,WA,98250,,360-378-4724,E,,Public,24 hours daily,,,,,,2.0,,,Non-Networked,,GPS,48.524715,-123.026405,2021-01-14,170582,2021-08-04 00:01:52 UTC,P,,,2020-12-21,,,,,J1772,US,,,,Public,,public,,,AIRPORT,,,,,,,FREE,,,,,,,,,,False
ELEC,Burgermaster,2030 Freeway Dr,,Mt. Vernon,WA,98273,,360-899-4075,E,,Public,24 hours daily,,,,,,1.0,,,Non-Networked,,GPS,48.439781,-122.341794,2021-01-14,170583,2021-08-04 00:01:52 UTC,P,,,2020-12-21,,,,,J1772,US,,,,Public,,public,,,RESTAURANT,,,,,,,FREE,,,,,,,,,,False
ELEC,Comfort Suites Burlington Near I-5,500 E George Hoppeer Rd,,Burlington,WA,98233,,360-255-5830,E,,Public,24 hours daily; guest use only; see front desk for access,,,,,,3.0,,,Non-Networked,,GPS,48.451871,-122.329766,2021-01-14,170584,2022-04-28 20:01:31 UTC,P,,,2020-12-21,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,FREE,,,,,,,,,,True
ELEC,Skagit Valley College,1800 N Laventure Rd,,Mt. Vernon,WA,98273,,360-416-7600,E,,Public,24 hours daily,,,,,,4.0,,,Non-Networked,,GPS,48.436733,-122.312699,2021-01-14,170585,2021-08-04 00:01:52 UTC,P,,,2020-12-21,,,,,J1772,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,FREE,,,,,,,,,,False
ELEC,Stillaguamish Conference Room,154 W Cox St,,Arlington,WA,98223,,340-403-3421,E,,Public,24 hours daily,,,,,,1.0,,,Non-Networked,,GPS,48.201607,-122.128261,2021-01-14,170586,2021-08-04 00:01:52 UTC,P,,,2020-12-21,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,FREE,,,,,,,,,,False
ELEC,Vision Plus,2520 James St,,Bellingham,WA,98225,,360-393-4000,E,,Public,24 hours daily,,,,,,1.0,,,Non-Networked,,GPS,48.763595,-122.464329,2021-01-14,170587,2021-08-04 00:01:52 UTC,P,,,2020-12-21,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,FREE,,,,,,,,,,False
ELEC,Bellingham International Airport,4255 Mitchell Way,,Bellingham,WA,98226,,360-671-5674,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,4.0,,,Non-Networked,,GPS,48.795524,-122.531874,2021-01-14,170588,2021-08-04 00:01:52 UTC,P,,,2020-12-21,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,AIRPORT,,,,,,,,,,,,,,,,,False
ELEC,Spokane Community College 2,1810 N Greene BLDG 8,,Spokane,WA,99217,,855-900-7584,E,,Public,24 hours daily,,,,,,2.0,,,Greenlots,http://greenlots.com/,200-9,47.675767,-117.361847,2022-09-25,170766,2022-09-25 01:31:22 UTC,,,,2021-01-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Dayton,120 N 1st St,,Dayton,WA,99328,,855-900-7584,E,,Public,24 hours daily,,,,,,1.0,1.0,,Greenlots,http://greenlots.com/,200-9,46.320465,-117.98068,2022-09-25,170911,2022-09-25 01:32:17 UTC,,,,2021-01-05,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Pullman DCFC,150 E Spring St.,,Pullman,WA,99163,,855-900-7584,E,,Public,24 hours daily,,,,,,,1.0,,Greenlots,http://greenlots.com/,GPS,46.729875,-117.174581,2022-09-25,170933,2022-09-25 01:33:05 UTC,,,,2021-01-05,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Liberty Lake Park N Ride DCFC,E. Mission Ave,,Liberty Lake,WA,99019,,855-900-7584,E,,Public,24 hours daily,,,,,,,1.0,,Greenlots,http://greenlots.com/,GPS,47.670544,-117.103243,2022-09-25,170934,2022-09-25 01:33:05 UTC,,,,2021-01-05,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
