X,Y,amenity,building,name,addr:street,addr:housenumber,brand,addr:postcode,addr:city,website,operator,fuel:diesel,addr:state,brand:wikidata,brand:wikipedia,opening_hours,designation,phone,shop,fuel:octane_87,fuel:octane_92,layer,addr:country,fuel:octane_89,fuel:octane_91,is_in,building:levels,access,name:en,membership,fuel:e10,fuel:biodiesel
-122.382594650035,47.2428958499995,fuel,roof,Tahoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.0204274,47.36125435,fuel,roof,Texaco,Maple Valley Black Diamond Road Southeast,26804,,98038,Maple Valley,,,,,,,,,,,,,,,,,,,,,,,
-122.171535324101,47.6790761004269,fuel,roof,Texaco,,,Texaco,,,,,,,,,,,,,,,1,,,,,,,,,,
-124.05511935,46.33276785,fuel,roof,Texaco,,,Texaco,,,,,,,,,,,,,,,,,,,,,,,,,
-123.43164735,48.1179409,fuel,roof,Texaco,,,Texaco,,,,,,,,,,,,,,,,,,,,,,,,,
-122.2295281,47.8816977,fuel,roof,Texaco,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
-122.0439921,47.35816775,fuel,roof,Texaco,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
-122.87102015,46.5467868,fuel,roof,Texaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.503936823795,47.1416529897996,fuel,roof,Texaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-123.709933988485,48.0850805999714,fuel,roof,Texaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.18833555,48.0538162,fuel,roof,Tulalip Tribes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-119.4375161,48.937238,fuel,roof,USA Gasoline,Main Street,1216,,98844,Oroville,,,,,,,,,+1-,,,,,,,,,,,,,,
-122.916931082065,46.9995483550283,fuel,roof,USA Gasoline,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.33225565,48.4001932,fuel,roof,Valero,Henson Road,2630,Chevron,98273,Mount Vernon,,,,,,,,,,,,,1,,,,,,,,,,
-122.27050442409,47.5366832505788,fuel,roof,Valero,,,,,,,,,,,,,,,,,,,,,,,,,Valero,,,
-122.636306025769,45.6535207508083,fuel,roof,Valero,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.32674667156,47.6615481316363,fuel,roof,Wallingford Shell,,,Shell,,,,,,,,,,,,,,,,,,,,,,,,,
-122.521728924388,45.6727340992358,fuel,roof,Y Mart,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.6309411,47.50457505,fuel,roof,,Bethel Road Southeast,5051,Fred Meyer,98367,Port Orchard,,,,WA,,,,,,,,,,US,,,,,,,,,
-122.6430858,47.50277,fuel,roof,,Bravo Terrace,234,76,98367,Port Orchard,,,,WA,,,,,,,,,1,US,,,,,,,,,
-122.299709893435,47.7108720501968,fuel,roof,,Lake City Way Northeast,11310,Valero,98125,Seattle,,,,,,,,,,yes,,yes,,,,,,,,,,,
-122.631001208659,47.5051914498988,fuel,roof,,Southeast Sedgwick Road,1697,Chevron,98366,Port Orchard,,,,WA,,,,,,,,,,US,,,,,,,,,
-117.3949147,47.71811435,fuel,roof,,West Francis Ave,902,Mobil,99208,,,,,,,,,,,,,,,,,,,,,,,,
-122.349872975396,47.6623704007859,fuel,roof,,,,76,,,http://76.com/,,,,,,,,,,,,,,,,,,,,,,
-117.40379356447,47.7695554999461,fuel,roof,,,,76,,,,,yes,,,,,,,,,,,,,,,,,,,,
-117.39464515,47.70081745,fuel,roof,,,,76,,,,,,,,,,,,convenience,,,,,,,,,,,,,
-117.4017234,47.62019675,fuel,roof,,,,76,,,,,,,,,,,,,yes,,,,,,,,,,,,
-117.4336137,47.65461535,fuel,roof,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,
-117.3946998,47.736369,fuel,roof,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,
-120.4772048,46.58488145,fuel,roof,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,
-122.369624974906,47.0140887003745,fuel,roof,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,
-122.525941453841,47.2423842209673,fuel,roof,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,
-123.140170072719,47.2444991497451,fuel,roof,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,
-122.61081225,47.5051527,fuel,roof,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,
-124.38818445,47.9568886,fuel,roof,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,
-123.37306148526,48.1045047745626,fuel,roof,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,
-117.410771525081,47.6548462502035,fuel,roof,,,,7-Eleven,,,,,,,,,,,,,,,,,,,,,,,,,
-122.154312000733,47.628240099993,fuel,roof,,,,Arco,,,,,,,,,24/7,,,,,,,,,,,,,,,,
-122.422477500502,47.0735558999928,fuel,roof,,,,Arco,,,,,,,,,,,,,,,,,,,,,,,,,
-122.308106450921,47.7772584497518,fuel,roof,,,,Arco,,,,,,,,,,,,,,,,,,,,,,,,,
-117.443077924092,47.6681228491377,fuel,roof,,,,Bong's,,,,,,,,,,,,,,,,,,,,,,,,,
-117.24009875,47.6704228,fuel,roof,,,,Cenex,,,,,yes,,,,,,,convenience,,,1,,,,,,,,,,
-117.41092205,47.72970905,fuel,roof,,,,Cenex,,,,,yes,,,,,,,convenience,,,,,,,,,,,,,
-117.2939375,47.6790002,fuel,roof,,,,Cenex,,,,,yes,,,,,,,,yes,,,,yes,yes,,,,,,,
-117.4116218,47.66587735,fuel,roof,,,,Cenex,,,,,yes,,,,,,,,,,1,,,,,,,,,,
-117.05292705,46.34083815,fuel,roof,,,,Cenex,,,,,yes,,,,,,,,,,,,,,,,,,,,
-117.4321903,47.6180914,fuel,roof,,,,Cenex,,,,,yes,,,,,,,,,,,,,,,,,,,,
-117.2819404,47.6698344,fuel,roof,,,,Cenex,,,,,yes,,,,,,,,,,,,,,,,,,,,
-117.3885193,47.67871525,fuel,roof,,,,Cenex,,,,,yes,,,,,,,,,,,,,,,,,,,,
-117.39688525,47.67593145,fuel,roof,,,,Cenex,,,,,yes,,,,,,,,,,,,,,,,,,,,
-117.5775166,47.6424793,fuel,roof,,,,Cenex,,,,,yes,,,,,,,,,,,,,,,,,,,,
-117.477180674712,47.9512222004794,fuel,roof,,,,Cenex,,,,,yes,,,,,,,,,,,,,,,,,,,,
-118.2534591,47.48654255,fuel,roof,,,,Cenex,,,,,yes,,,,,,,,,,,,,,,,,,,,
-117.36543495,47.6858837,fuel,roof,,,,Cenex,,,,,,,,,,,,convenience,,,,,,,,,,,,,
-117.20279885,47.69548205,fuel,roof,,,,Cenex,,,,,,,,,,,,,yes,yes,,,yes,,,,,,,,
-117.1117147,47.6741318,fuel,roof,,,,Cenex,,,,,,,,,,,,,,,,,,,,,,,,,
-117.19634154943,47.6529855000098,fuel,roof,,,,Cenex,,,,,,,,,,,,,,,,,,,,,,,,,
-117.375527212014,47.6535015001693,fuel,roof,,,,Cenex,,,,,,,,,,,,,,,,,,,,,,,,,
-117.434692848276,47.6459478000332,fuel,roof,,,,Cenex,,,,,,,,,,,,,,,,,,,,,,,,,
-117.4266909,47.7005462,fuel,roof,,,,Cenex,,,,,,,,,,,,,,,,,,,,,,,,,
-117.44070005,47.71564535,fuel,roof,,,,Cenex,,,,,,,,,,,,,,,,,,,,,,,,,
-117.48332285,47.7177457,fuel,roof,,,,Cenex,,,,,,,,,,,,,,,,,,,,,,,,,
-118.693965923584,47.3346308993858,fuel,roof,,,,Cenex,,,,,,,,,,,,,,,,,,,,,,,,,
-118.146626,47.65419145,fuel,roof,,,,Cenex,,,,,,,,,,,,,,,,,,,,,,,,,
-117.35715865,47.65705535,fuel,roof,,,,Chevron,,,,,yes,,,,,,,convenience,yes,,,,yes,yes,,,,,,,
-117.426201934854,47.6536931034129,fuel,roof,,,,Chevron,,,,,yes,,,,,,,convenience,,,,,,,,,,,,,
-117.4115464,47.70038725,fuel,roof,,,,Chevron,,,,,yes,,,,,,,,yes,yes,,,,,,,,,,,
-117.97332045,47.29783535,fuel,roof,,,,Chevron,,,,,yes,,,,,,,,,,,,,,,,,,,,
-117.19613995,47.66644355,fuel,roof,,,,Chevron,,,,,yes,,,,,,,,,,,,,,,,,,,,
-117.325991249816,47.6646346999571,fuel,roof,,,,Chevron,,,,,yes,,,,,,,,,,,,,,,,,,,,
-117.570602171896,47.6435071475411,fuel,roof,,,,Chevron,,,,,yes,,,,,,,,,,,,,,,,,,,,
-117.353867097749,47.7869576499657,fuel,roof,,,,Chevron,,,,,yes,,,,,,,,,,,,,,,,,,,,
-117.477440966443,47.9436947719145,fuel,roof,,,,Chevron,,,,,yes,,,,,,,,,,,,,,,,,,,,
-117.3843442,47.7151673,fuel,roof,,,,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,
-117.448746,47.7004176,fuel,roof,,,,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,
-119.550278258472,47.3229733496838,fuel,roof,,,,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,
-120.276684716256,46.4045561500246,fuel,roof,,,,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,
-122.435035124752,47.1371242507021,fuel,roof,,,,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,
-122.65266005,47.49799245,fuel,roof,,,,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,
-122.62949135,47.6265505,fuel,roof,,,,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,
-120.12224875,48.3658736,fuel,roof,,,,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,
-117.435216359392,47.6533258491718,fuel,roof,,,,City Food Gas,,,,,yes,,,,,,,convenience,,,,,,,,,,,,,
-117.4264223,47.67792865,fuel,roof,,,,City Fuel,,,,,,,,,,,,convenience,yes,,,,,,,,,,,,
-117.3953771,47.6882861,fuel,roof,,,,City Fuel,,,,,,,,,,,,convenience,,,,,,,,,,,,,
-117.42151005,47.7153414,fuel,roof,,,,Conoco,,,,,yes,,,,,,,convenience,yes,,,,,yes,,,,,,,
-117.250220630939,47.6176132998867,fuel,roof,,,,Conoco,,,,,yes,,,,,,,convenience,,,,,,,,,,,,,
-117.239295457061,47.6713908500891,fuel,roof,,,,Conoco,,,,,yes,,,,,,,convenience,,,,,,,,,,,,,
-117.40027015,47.6548082,fuel,roof,,,,Conoco,,,,,yes,,,,,,,convenience,,,,,,,,,,,,,
-117.435892226314,47.653807759868,fuel,roof,,,,Conoco,,,,,yes,,,,,,,convenience,,,,,,,,,,,,,
-117.39633565,47.67547205,fuel,roof,,,,Conoco,,,,,yes,,,,,,,convenience,,,,,,,,,,,,,
-117.36426245,47.672039,fuel,roof,,,,Conoco,,,,,yes,,,,,,,yes,yes,yes,,,,,,,,,,,
-117.280706,47.6573024,fuel,roof,,,,Conoco,,,,,yes,,,,,,,yes,,,,,,,,,,,,,
-117.40222065,47.62784585,fuel,roof,,,,Conoco,,,,,yes,,,,,,,,yes,yes,1,,yes,,,,,,,,
-117.240113509606,47.6281319998793,fuel,roof,,,,Conoco,,,,,yes,,,,,,,,,,,,,,,,,,,,
-117.1727104,47.65667405,fuel,roof,,,,Conoco,,,,,yes,,,,,,,,,,,,,,,,,,,,
-117.315950200732,47.6635640499892,fuel,roof,,,,Conoco,,,,,yes,,,,,,,,,,,,,,,,,,,,
-117.3895416,47.64761245,fuel,roof,,,,Conoco,,,,,yes,,,,,,,,,,,,,,,,,,,,
-117.36518225,47.7323195,fuel,roof,,,,Conoco,,,,,yes,,,,,,,,,,,,,,,,,,,,
-117.37862105,47.688844,fuel,roof,,,,Conoco,,,,,yes,,,,,,,,,,,,,,,,,,,,
-117.576584862598,47.6433368946759,fuel,roof,,,,Conoco,,,,,yes,,,,,,,,,,,,,,,,,,,,
-117.478858574542,47.9580423504778,fuel,roof,,,,Conoco,,,,,yes,,,,,,,,,,,,,,,,,,,,
-117.3953707,47.7009424,fuel,roof,,,,Conoco,,,,,,,,,,,,convenience,,,,,,,,,,,,,
-117.3678023,47.61212065,fuel,roof,,,,Conoco,,,,,,,,,,,,,yes,,,,,,,,,,,,
-117.674016024721,47.5790777503098,fuel,roof,,,,Conoco,,,,,,,,,,,,,yes,,,,,,,,,,,,
-117.309863549842,47.6567475999932,fuel,roof,,,,Conoco,,,,,,,,,,,,,,,,,,,,,,,,,
-117.28234675,47.6712631,fuel,roof,,,,Conoco,,,,,,,,,,,,,,,,,,,,,,,,,
-117.415314099697,47.6533844499892,fuel,roof,,,,Conoco,,,,,,,,,,,,,,,,,,,,,,,,,
-117.42466045,47.65474405,fuel,roof,,,,Conoco,,,,,,,,,,,,,,,,,,,,,,,,,
-117.436810906297,47.6751913496128,fuel,roof,,,,Conoco,,,,,,,,,,,,,,,,,,,,,,,,,
-117.36498485,47.7109646,fuel,roof,,,,Conoco,,,,,,,,,,,,,,,,,,,,,,,,,
-117.434847554535,47.7083334297711,fuel,roof,,,,Conoco,,,,,,,,,,,,,,,,,,,,,,,,,
-117.351668855153,47.7912548498596,fuel,roof,,,,Conoco,,,,,,,,,,,,,,,,,,,,,,,,,
-117.34931015,47.9703595,fuel,roof,,,,Conoco,,,,,,,,,,,,,,,,,,,,,,,,,
-117.42168425,47.74746565,fuel,roof,,,,Exxon,,,,,yes,,,,,,,convenience,yes,,,,,yes,,,,,,,
-117.240255108175,47.6517995500873,fuel,roof,,,,Exxon,,,,,yes,,,,,,,convenience,,,,,,,,,,,,,
-117.262179356715,47.6256855002276,fuel,roof,,,,Exxon,,,,,yes,,,,,,,convenience,,,,,,,,,,,,,
-117.39591655,47.71483825,fuel,roof,,,,Exxon,,,,,yes,,,,,,,convenience,,,,,,,,,,,,,
-117.068328550888,47.7247255500271,fuel,roof,,,,Exxon,,,,,yes,,,,,,,,yes,,,,,yes,,,,,,,
-117.41094018381,47.6538257902174,fuel,roof,,,,Exxon,,,,,yes,,,,,,,,yes,,,,,,,,,,,,
-117.218457641966,47.6645061998882,fuel,roof,,,,Exxon,,,,,yes,,,,,,,,,,1,,,,,,,,,,
-117.19668565,47.5213538,fuel,roof,,,,Exxon,,,,,yes,,,,,,,,,,,,,,,,,,,,
-117.153242322627,47.6608052001616,fuel,roof,,,,Exxon,,,,,yes,,,,,,,,,,,,,,,,,,,,
-117.261825740906,47.6422192501327,fuel,roof,,,,Exxon,,,,,yes,,,,,,,,,,,,,,,,,,,,
-117.3574871,47.66215575,fuel,roof,,,,Exxon,,,,,yes,,,,,,,,,,,,,,,,,,,,
-117.560287744362,47.6433284988435,fuel,roof,,,,Exxon,,,,,yes,,,,,,,,,,,,,,,,,,,,
-117.421683325397,47.8692476495589,fuel,roof,,,,Exxon,,,,,yes,,,,,,,,,,,,,,,,,,,,
-118.157242026107,47.6538551506445,fuel,roof,,,,Exxon,,,,,yes,,,,,,,,,,,,,,,,,,,,
-118.9952786,47.9342824,fuel,roof,,,,Exxon,,,,,yes,,,,,,,,,,,,,,,,,,,,
-117.22441835,47.6280852,fuel,roof,,,,Exxon,,,,,,,,,,,,yes,,,,,,,,,,,,,
-117.35961865,47.65204875,fuel,roof,,,,Fred Meyer,,,,,,,,,,,,,,,,,,,,,,,,,
-122.2376295,47.75669755,fuel,roof,,,,Gasco,,,,,,,,,,,,,,,,,,,,,,,,,
-117.349187307921,47.9709077503042,fuel,roof,,,,Gull,,,,,,,,,,,,,,,,,,,,,,,,,
-117.2402828,47.6610242,fuel,roof,,,,Holiday,,,,,yes,,,,,,,yes,,,,,,,,,,,,,
-117.28323965,47.67764895,fuel,roof,,,,Holliday,,,,,,,,,,,,,,,,,,,,,,,,,
-117.3480499,47.8015235,fuel,roof,,,,Maverik,,,,,yes,,,,,,,,,,,,,,,,,,,,
-117.39678225,47.67651185,fuel,roof,,,,Mike's Gas and Grocery,,,,,,,,,,,,,,,,,,,,,,,,,
-117.36069245,47.6545241,fuel,roof,,,,Mobil,,,,,yes,,,,,,,convenience,,,,,,,,,,,,,
-117.2839623,47.6813408,fuel,roof,,,,Mobil,,,,,yes,,,,,,,yes,yes,yes,,,,,,,,,,,
-117.219218774667,47.6947012504858,fuel,roof,,,,Mobil,,,,,yes,,,,,,,,yes,no,,,yes,yes,,,,,,,
-117.568986939876,47.5939555000846,fuel,roof,,,,Mobil,,,,,yes,,,,,,,,yes,yes,,,yes,,,,,,,,
-117.32310785,47.6755825,fuel,roof,,,,Mobil,,,,,yes,,,,,,,,yes,,,,yes,yes,,,,,,,
-117.15393475,47.6605888,fuel,roof,,,,Mobil,,,,,yes,,,,,,,,,,,,,,,,,,,,
-117.2069682,47.6567852,fuel,roof,,,,Mobil,,,,,yes,,,,,,,,,,,,,,,,,,,,
-117.41390025,47.654759,fuel,roof,,,,Mobil,,,,,yes,,,,,,,,,,,,,,,,,,,,
-117.4854878,47.7394858,fuel,roof,,,,Mobil,,,,,yes,,,,,,,,,,,,,,,,,,,,
-117.396295,47.66985055,fuel,roof,,,,Mobil,,,,,,,,,,,,,yes,,,,,yes,,,,,,,
-117.363398549718,47.6400176000049,fuel,roof,,,,Mobil,,,,,,,,,,,,,,,,,,,,,,,,,
-122.999641127787,46.1640153001385,fuel,roof,,,,Mobil,,,,,,,,,,,,,,,,,,,,,,,,,
-122.65262505,47.49739,fuel,roof,,,,Mobil,,,,,,,,,,,,,,,,,,,,,,,,,
-117.068237700128,47.7249616000055,fuel,roof,,,,Pacific Pride,,,,,yes,,,,,,,,,,,,,,,,,,,,
-117.51184285,47.62081725,fuel,roof,,,,Pacific Pride,,,,,yes,,,,,,,,,,,,,,,,,,,,
-122.314429913695,48.4353861796241,fuel,roof,,,,Propel Biofuels,,,,,,,,,,,,,no,no,,,,,,,,,,,yes
-117.42496275,47.7154139,fuel,roof,,,,Safeway,,,,,yes,,,,,,,,yes,,,,,yes,,,,,,,
-117.239136607976,47.6776554000055,fuel,roof,,,,Sam's,,,,,yes,,,,,,,,,,,,,,,,,,,,
-122.886220493951,46.4757118998565,fuel,roof,,,,Shell,,,,,,,,,,,,,,,1,,,,,,,,,,
-122.55765815,45.657444,fuel,roof,,,,Shell,,,,,,,,,,,,,,,,,,,,,,,,,
-120.73953895,47.7558054,fuel,roof,,,,Shell,,,,,,,,,,,,,,,,,,,,,,,,,
-122.43546565,47.0846136,fuel,roof,,,,Shell,,,,,,,,,,,,,,,,,,,,,,,,,
-122.434430300234,47.1121135500091,fuel,roof,,,,Shell,,,,,,,,,,,,,,,,,,,,,,,,,
-122.434312149507,47.1367214999853,fuel,roof,,,,Shell,,,,,,,,,,,,,,,,,,,,,,,,,
-122.796268912833,47.050177200842,fuel,roof,,,,Shell,,,,,,,,,,,,,,,,,,,,,,,,,
-122.1433792,47.60955605,fuel,roof,,,,Shell,,,,,,,,,,,,,,,,,,,,,,,,,
-122.568041386652,47.5336295501082,fuel,roof,,,,Shell,,,,,,,,,,,,,,,,,,,,,,,,,
-122.63192305,47.50529975,fuel,roof,,,,Shell,,,,,,,,,,,,,,,,,,,,,,,,,
-122.819151700714,48.0491099999777,fuel,roof,,,,Shell,,,,,,,,,,,,,,,,,,,,,,,,,
-117.5938079,47.6426887,fuel,roof,,,,Speedi Shoppe,,,,,yes,,,,,,,,,,,,,,,,,,,,
-117.437202075055,47.6742792994542,fuel,roof,,,,Texaco,,,,,yes,,,,,,,,yes,yes,,,yes,,,,,,,,
-117.612424891067,47.643631650935,fuel,roof,,,,Texaco,,,,,yes,,,,,,,,,,,,,,,,,,,,
-117.3960195,47.7004655,fuel,roof,,,,Texaco,,,,,,,,,,,,yes,,,,,,,,,,,,,
-122.895572259302,46.9755778994029,fuel,roof,,,,Texaco,,,,,,,,,,,,,,,1,,,,,,,,,,
-117.462363240211,47.7180613001102,fuel,roof,,,,Texaco,,,,,,,,,,,,,,,,,,,,,,,,,
-117.35538215,47.7647211,fuel,roof,,,,Texaco,,,,,,,,,,,,,,,,,,,,,,,,,
-119.65883335,47.99975475,fuel,roof,,,,Union 76,,,,,,,,,,,,,,,,,,,,,,,,,
-122.02446026975,47.4734707501327,fuel,roof,,,,,,,,76,yes,,,,,,,,yes,,,,,,,,,,,,
-122.635983100106,45.6708698999982,fuel,roof,,,,,,,,United Parcel Service,yes,,,,,,,,,,,,,,,,private,,,,
-117.42684445,47.68608145,fuel,roof,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,
-117.36516705,47.7006606,fuel,roof,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,
-117.3649887,47.7007788,fuel,roof,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,
-120.586213767359,47.0079204024436,fuel,roof,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
-122.485258174628,48.8328873510635,fuel,roof,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
-122.48542845,48.83304115,fuel,roof,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
-122.7489187,48.99839625,fuel,roof,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
-122.74935645003,48.9987049500007,fuel,roof,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
-122.2921577,47.46236185,fuel,roof,,,,,,,,,,,,,,,,,,,,,,,,,private,,,,
-124.376735361761,48.0424647994499,fuel,roof,,,,,,,,,,,,,,,,,,,,,,,,,private,,,,
-117.19407495,47.6575537,fuel,roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-117.5770816,47.8149698,fuel,roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-118.226804926825,47.2091239003761,fuel,roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-119.483423475238,47.3890948504446,fuel,roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.486491225121,45.7389186504835,fuel,roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.6408742,45.6259246,fuel,roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.904993323397,46.9825148496568,fuel,roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-120.556950954948,47.0002625000602,fuel,roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-120.556911845301,47.0003339003241,fuel,roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-120.286658957853,47.4057479997827,fuel,roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-120.29395808265,47.4157613786203,fuel,roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-120.324513392451,47.4396417112238,fuel,roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-120.325616667934,47.4426462028502,fuel,roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.384587846554,47.2449433686927,fuel,roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.923168343256,47.0278558501115,fuel,roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.537704545241,47.2168802585605,fuel,roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.82683555,47.45245765,fuel,roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.376428724696,47.5230737497248,fuel,roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.355075586274,47.652562390281,fuel,roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.301152575476,47.6629214505934,fuel,roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.675401580099,47.5584558002274,fuel,roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.672683651157,47.5679682000157,fuel,roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.684664,47.6608937,fuel,roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.153083679822,47.7542193006116,fuel,roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.240851855887,47.8498522999058,fuel,roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.269169825352,47.7689220492193,fuel,roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.29205175,47.8060477,fuel,roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.322403475342,47.7993457504017,fuel,roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.282263673909,47.8502912991617,fuel,roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.240861843014,47.9216082500897,fuel,roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.2398436,47.922085,fuel,roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-117.20820335,48.11897475,fuel,roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.170892053579,48.086179400296,fuel,roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.486186175,48.8918549506658,fuel,roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.514327420425,48.7892672265491,fuel,roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-124.34772635,48.056204,fuel,roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.217965538895,47.8491925789144,fuel,yes,76,164th Street Southeast,1026,,98012,Mill Creek,,,,,,,,,,,,,,,,,,,,,,,
-122.0349771,47.61615245,fuel,yes,76,228th Ave Northeast,630,76,98074,,,,,,,,,,,,,,,,,,,,,,,,
-122.30037845,47.6666763,fuel,yes,76,25th Avenue Northeast,5100,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.2489132,47.411892,fuel,yes,76,68th Avenue South,21208,,98032,Kent,,,,,,,24/7,,,,,,,,,,,,,,,,
-122.6395786,47.74054035,fuel,yes,76,7th Avenue Northeast,19560,,98370,Poulsbo,,,,,,,,,,,,,,US,,,,,,,,,
-122.520096375157,48.7864100508639,fuel,yes,76,Airport Dr,3330,,98226,Bellingham,,,,,,,,,,,,,,,,,,1,,,,,
-122.2259947,47.30173525,fuel,yes,76,Auburn Way South,601,,98002,Auburn,,,,,,,24/7,,,,,,,,,,,,,,,,
-122.346904798984,47.7772858999844,fuel,yes,76,Aurora Avenue North,20409,,98133,Shoreline,,,,WA,,,,,,,,,,,,,,,,,,,
-122.349725448149,47.6188382948896,fuel,yes,76,Broad Street,351,,98109,Seattle,,,,,,,,,,,,,,,,,,,,,,,
-122.230713473717,47.3870586963506,fuel,yes,76,Central Avenue North,720,,98032,Kent,,,,,,,24/7,,,,,,,,,,,,,,,,
-122.273678183271,47.1914216498142,fuel,yes,76,East Main Avenue,1504,76,98372,Puyallup,,,,,,,,,,,,,,US,,,"Puyallup; Washington; USA",1,,,,,
-122.2954645,47.4509775,fuel,yes,76,International Boulevard,16850,,98188,Seatac,,,,,,,,,,,,,,,,,,,,,,,
-122.295815827493,47.4230175963019,fuel,yes,76,International Boulevard,19924,,98188,Seatac,,,,,,,,,,,,,,,,,,,,,,,
-122.201328714598,47.6457058600587,fuel,yes,76,Lake Washington Boulevard Northeast,3828,Shell,98033,Kirkland,,,,,,,,,,,,,,,,,,,,,,,
-122.296474750186,47.5781015499975,fuel,yes,76,Martin Luther King Junior Way South,2801,,98144,Seattle,,,,,,,,,,,,,,,,,,,,,,,
-122.28534085,47.54635065,fuel,yes,76,Martin Luther King Junior Way South,6056,,98118,Seattle,,,,,,,,,,,,,,,,,,,,,,,
-122.292227821062,47.3580499493085,fuel,yes,76,Military Road South,27121,,98032,Kent,,,,WA,,,24/7,,1 (253) 852-1073,,,,,,,,,,,,,,
-122.161215453177,47.4888474500587,fuel,yes,76,Northeast 4th Street,4310,,98056,Renton,,,,,,,,,,,,,,,,,,,,,,,
-122.025296747632,47.6447961260885,fuel,yes,76,Northeast Redmond Fall City Road,23530,,,,,76,,,,,,,,,,,,,,,,,,,,,
-122.433656324844,47.1994687992212,fuel,yes,76,Pacific Avenue S,,,98408,Tacoma,,,,WA,,,,,,,,,,US,,,,,,,,,
